school,suburb,state,postcode,score,schoolType,educationLevel
Cloverdale Primary School,CLOVERDALE,WA,6105,,Government,primary
South East Language Development Centre,CLOVERDALE,WA,6105,,Government,primary
Cloverdale Education Support Centre,CLOVERDALE,WA,6105,,Government,primary
Notre Dame Catholic Primary School,CLOVERDALE,WA,6105,94,Catholic,primary
Carlisle Primary School,KEWDALE,WA,6105,91,Government,primary
Communicare Academy,KENWICK,WA,6107,,Private,secondary
Gibbs Street Primary School,EAST CANNINGTON,WA,6107,91,Government,primary
Wilson Primary School,WILSON,WA,6107,,Government,primary
Rehoboth Christian College - Wilson Campus,WILSON,WA,6107,,Private,primary
Wattle Grove Primary School,WATTLE GROVE,WA,6107,99,Government,primary
Sevenoaks Senior College,CANNINGTON,WA,6107,,Government,secondary
Cannington Community College,CANNINGTON,WA,6107,,Government,primary
Cannington Community College,CANNINGTON,WA,6107,,Government,secondary
Cannington Community Education Support Centre,CANNINGTON,WA,6107,,Government,secondary
East Kenwick Primary School,KENWICK,WA,6107,,Government,primary
Rehoboth Christian College,KENWICK,WA,6107,98,Private,secondary
Rehoboth Christian College,KENWICK,WA,6107,97,Private,primary
Kenwick School,KENWICK,WA,6107,,Government,secondary
Kenwick School,KENWICK,WA,6107,,Government,primary
Queens Park Primary School,QUEENS PARK,WA,6107,,Government,primary
St Joseph's School,QUEENS PARK,WA,6107,95,Catholic,primary
St Norbert College,QUEENS PARK,WA,6107,94,Catholic,secondary
Beckenham Primary School,BECKENHAM,WA,6107,,Government,primary
Australian Islamic College (Thornlie),THORNLIE,WA,6108,,Private,secondary
Australian Islamic College (Thornlie),THORNLIE,WA,6108,98,Private,primary
South Thornlie Primary School,THORNLIE,WA,6108,,Government,primary
Thornlie Senior High School,THORNLIE,WA,6108,,Government,secondary
Forest Crescent Primary School,THORNLIE,WA,6108,,Government,primary
Yale Primary School,THORNLIE,WA,6108,,Government,primary
Thornlie Primary School,THORNLIE,WA,6108,,Government,primary
Sacred Heart Primary School,THORNLIE,WA,6108,,Catholic,primary
South East Language Development Centre - Maddington Campus,MADDINGTON,WA,6109,,Government,primary
St Francis' School,MADDINGTON,WA,6109,,Catholic,secondary
Maddington Education Support Centre,MADDINGTON,WA,6109,,Government,primary
Yule Brook College,MADDINGTON,WA,6109,,Government,secondary
Maddington Primary School,MADDINGTON,WA,6109,,Government,primary
Orange Grove Primary School,ORANGE GROVE,WA,6109,,Government,primary
East Maddington Primary School,MADDINGTON,WA,6109,,Government,primary
Bramfield Park Primary School,MADDINGTON,WA,6109,,Government,primary
Wirrabirra Primary School,GOSNELLS,WA,6110,,Government,primary
Gosnells Primary School,GOSNELLS,WA,6110,,Government,primary
St Munchin's Catholic School,GOSNELLS,WA,6110,,Catholic,primary
Ashburton Drive Primary School,GOSNELLS,WA,6110,,Government,primary
Wirrabirra Education Support Centre,GOSNELLS,WA,6110,,Government,primary
Huntingdale Primary School,HUNTINGDALE,WA,6110,,Government,primary
Alta-1 College - Huntingdale Campus,HUNTINGDALE,WA,6110,,Private,secondary
Southern River College,GOSNELLS,WA,6110,,Government,secondary
Seaforth Primary School,GOSNELLS,WA,6110,,Government,primary
Lumen Christi College,MARTIN,WA,6110,,Catholic,secondary
Southern Grove Primary School,SOUTHERN RIVER,WA,6110,,Government,primary
Providence Christian College,SOUTHERN RIVER,WA,6110,97,Private,secondary
Providence Christian College,SOUTHERN RIVER,WA,6110,94,Private,primary
Yarralinka Primary School,SOUTHERN RIVER,WA,6110,,Government,primary
Bletchley Park Primary School,SOUTHERN RIVER,WA,6110,93,Government,primary
Roleystone Community College,ROLEYSTONE,WA,6111,,Government,secondary
John Wollaston Anglican Community School,CAMILLO,WA,6111,,Private,primary
Sowilo Community High School,KELMSCOTT,WA,6111,,Private,secondary
Roleystone Community College,ROLEYSTONE,WA,6111,91,Government,primary
Good Shepherd Catholic Primary School,KELMSCOTT,WA,6111,,Catholic,primary
Kelmscott John Calvin School,CHAMPION LAKES,WA,6111,90,Private,primary
Kelmscott Primary School,KELMSCOTT,WA,6111,,Government,primary
John Wollaston Anglican Community School,CAMILLO,WA,6111,91,Private,secondary
Kelmscott Senior High School,KELMSCOTT,WA,6111,,Government,secondary
Grovelands Primary School,CAMILLO,WA,6111,,Government,primary
Westfield Park Primary School,CAMILLO,WA,6111,,Government,primary
Clifton Hills Primary School,KELMSCOTT,WA,6111,,Government,primary
Alta-1 College - Camillo,CAMILLO,WA,6111,,Private,secondary
Aspiri Primary School,PIARA WATERS,WA,6112,95,Government,primary
St John Bosco College,PIARA WATERS,WA,6112,,Catholic,secondary
St John Bosco College,PIARA WATERS,WA,6112,,Catholic,primary
Carey Baptist College,HARRISDALE,WA,6112,98,Private,primary
Piara Waters Primary School,PIARA WATERS,WA,6112,92,Government,primary
Willandra Primary School,SEVILLE GROVE,WA,6112,,Government,primary
Armadale Senior High School,ARMADALE,WA,6112,,Government,secondary
Armadale Primary School,ARMADALE,WA,6112,,Government,primary
Cecil Andrews College,ARMADALE,WA,6112,,Government,secondary
Challis Community Primary School,ARMADALE,WA,6112,,Government,primary
Riva Primary School,PIARA WATERS,WA,6112,,Government,primary
Kingsley Primary School,ARMADALE,WA,6112,,Government,primary
Carey Baptist College,HARRISDALE,WA,6112,99,Private,secondary
Xavier Catholic School,HILBERT,WA,6112,,Catholic,primary
Gwynne Park Education Support Centre,ARMADALE,WA,6112,,Government,primary
Armadale Education Support Centre,ARMADALE,WA,6112,,Government,secondary
Southern Hills Christian College,BEDFORDALE,WA,6112,,Private,primary
Harrisdale Primary School,HARRISDALE,WA,6112,96,Government,primary
Harrisdale Senior High School,HARRISDALE,WA,6112,94,Government,secondary
Australian Christian College - Darling Downs,BROOKDALE,WA,6112,,Private,secondary
Australian Christian College - Darling Downs,BROOKDALE,WA,6112,,Private,primary
Southern Hills Christian College,BEDFORDALE,WA,6112,,Private,secondary
Gwynne Park Primary School,ARMADALE,WA,6112,,Government,primary
Neerigen Brook Primary School,ARMADALE,WA,6112,,Government,primary
Pioneer Village School,ARMADALE,WA,6112,,Private,primary
North Harrisdale Primary School,HARRISDALE,WA,6112,,Government,primary
Carey Baptist College Forrestdale,FORRESTDALE,WA,6112,,Private,secondary
Carey Baptist College Forrestdale,FORRESTDALE,WA,6112,,Private,primary
South East Language Development Centre - Armadale Campus,ARMADALE,WA,6112,,Government,primary
Harrisdale Primary School - Kindergarten And Pre-Primary Campus,HARRISDALE,WA,6112,,Government,primary
Forrestdale Primary School,FORRESTDALE,WA,6112,,Government,primary
John Calvin Christian College,ARMADALE,WA,6112,,Private,secondary
Dale Christian School,ARMADALE,WA,6112,,Private,secondary
Dale Christian School,ARMADALE,WA,6112,,Private,primary
Beenyup Primary School,BYFORD,WA,6122,,Government,primary
Salvado Catholic College,BYFORD,WA,6122,,Catholic,secondary
Salvado Catholic College,BYFORD,WA,6122,,Catholic,primary
Woodland Grove Primary School,BYFORD,WA,6122,,Government,primary
West Byford Primary School,BYFORD,WA,6122,,Government,primary
Byford John Calvin School,BYFORD,WA,6122,93,Private,primary
Marri Grove Primary School,BYFORD,WA,6122,,Government,primary
Byford Primary School,BYFORD,WA,6122,,Government,primary
Byford Secondary College,BYFORD,WA,6122,,Government,secondary
Court Grammar School,MUNDIJONG,WA,6123,,Private,secondary
Court Grammar School,MUNDIJONG,WA,6123,,Private,primary
Mundijong Primary School,MUNDIJONG,WA,6123,,Government,primary
Jarrahdale Primary School,JARRAHDALE,WA,6124,,Government,primary
Eton Farm Primary School,SERPENTINE,WA,6125,,Private,primary
Serpentine Primary School,SERPENTINE,WA,6125,,Government,primary
Lynwood Senior High School,PARKWOOD,WA,6147,,Government,secondary
Parkwood Primary School,PARKWOOD,WA,6147,,Government,primary
St Jude's Catholic School,LANGFORD,WA,6147,,Catholic,primary
Brookman Primary School,LANGFORD,WA,6147,,Government,primary
Bannister Creek Primary School,LYNWOOD,WA,6147,,Government,primary
Al-Ameen College,LANGFORD,WA,6147,97,Private,primary
Al-Ameen College,LANGFORD,WA,6147,97,Private,secondary
Fountain College - Lynwood Campus,LYNWOOD,WA,6147,,Private,primary
Rossmoyne Senior High School,ROSSMOYNE,WA,6148,100,Government,secondary
Shelley Primary School,SHELLEY,WA,6148,99,Government,primary
Rossmoyne Primary School,ROSSMOYNE,WA,6148,99,Government,primary
Riverton Education Support Centre,RIVERTON,WA,6148,,Government,primary
Fountain College - Ferndale Campus,FERNDALE,WA,6148,,Private,primary
Fountain College - Ferndale Campus,FERNDALE,WA,6148,,Private,secondary
Queen of Apostles School,RIVERTON,WA,6148,96,Catholic,primary
Riverton Primary School,RIVERTON,WA,6148,98,Government,primary
Bull Creek Primary School,BULL CREEK,WA,6149,99,Government,primary
Oberthur Primary School,BULL CREEK,WA,6149,100,Government,primary
Leeming Primary School,LEEMING,WA,6149,96,Government,primary
All Saints' College,BULL CREEK,WA,6149,99,Private,secondary
Fremantle Language Development Centre - Bull Creek Campus,BULL CREEK,WA,6149,,Government,primary
All Saints' College,BULL CREEK,WA,6149,99,Private,primary
Leeming Senior High School,LEEMING,WA,6149,96,Government,secondary
West Leeming Primary School,LEEMING,WA,6149,96,Government,primary
Leeming Senior High School Education Support Centre,LEEMING,WA,6149,,Government,secondary
Banksia Park Primary School,LEEMING,WA,6149,91,Government,primary
Kennedy Baptist College,MURDOCH,WA,6150,96,Private,secondary
Bateman Primary School,BATEMAN,WA,6150,97,Government,primary
School of Special Education Needs: Medical and Mental Health - Fiona Stanley Hospital: State Rehabilitation,MURDOCH,WA,6150,,Government,special
St George's Anglican Grammar School - Murdoch University Campus,MURDOCH,WA,6150,,Private,secondary
SEDA College WA (Murdoch),MURDOCH,WA,6150,,Private,secondary
Corpus Christi College,BATEMAN,WA,6150,95,Catholic,primary
Winthrop Primary School,WINTHROP,WA,6150,98,Government,primary
Corpus Christi College,BATEMAN,WA,6150,95,Catholic,secondary
School of Special Education Needs: Medical and Mental Health - Fiona Stanley Hospital: Paediatrics,MURDOCH,WA,6150,,Government,special
Yidarra Catholic Primary School,BATEMAN,WA,6150,,Catholic,primary
Kent Street Senior High School,KENSINGTON,WA,6151,,Government,secondary
Kensington Primary School,KENSINGTON,WA,6151,95,Government,primary
Wesley College,SOUTH PERTH,WA,6151,99,Private,primary
South Perth Primary School,SOUTH PERTH,WA,6151,94,Government,primary
St Columba's Catholic Primary School,SOUTH PERTH,WA,6151,97,Catholic,primary
Wesley College,SOUTH PERTH,WA,6151,99,Private,secondary
Hensman Street Elementary,SOUTH PERTH,WA,6151,,Private,primary
Kensington Secondary School,KENSINGTON,WA,6151,,Government,secondary
Collier Primary School,COMO,WA,6152,,Government,primary
Como Primary School,COMO,WA,6152,99,Government,primary
Aquinas College,SALTER POINT,WA,6152,95,Catholic,secondary
Aquinas College,SALTER POINT,WA,6152,94,Catholic,primary
Penrhos College,COMO,WA,6152,98,Private,secondary
Penrhos College,COMO,WA,6152,98,Private,primary
Alta-1 College - Como Campus,COMO,WA,6152,,Private,secondary
Como Secondary College,COMO,WA,6152,92,Government,secondary
Manning Primary School,MANNING,WA,6152,98,Government,primary
Curtin Primary School,MANNING,WA,6152,,Government,primary
St Pius X Catholic School,MANNING,WA,6152,,Catholic,primary
Clontarf Aboriginal College,WATERFORD,WA,6152,,Catholic,secondary
St Benedict's School,APPLECROSS,WA,6153,93,Catholic,primary
Brentwood Primary School,BRENTWOOD,WA,6153,97,Government,primary
Applecross Senior High School,ARDROSS,WA,6153,98,Government,secondary
Applecross Primary School,APPLECROSS,WA,6153,99,Government,primary
Ardross Primary School,ARDROSS,WA,6153,99,Government,primary
Mount Pleasant Primary School,MOUNT PLEASANT,WA,6153,97,Government,primary
Booragoon Primary School,BOORAGOON,WA,6154,97,Government,primary
Mel Maria Catholic Primary School - Pater Noster Campus,MYAREE,WA,6154,,Catholic,primary
SEDA College WA,MYAREE,WA,6154,,Private,secondary
Castlereagh School,WILLETTON,WA,6155,,Government,secondary
Castlereagh School,WILLETTON,WA,6155,,Government,primary
Rostrata Primary School,WILLETTON,WA,6155,100,Government,primary
Burrendah Primary School,WILLETTON,WA,6155,98,Government,primary
Willetton Primary School,WILLETTON,WA,6155,100,Government,primary
Willetton Senior High School,WILLETTON,WA,6155,100,Government,secondary
Orana Catholic Primary School,WILLETTON,WA,6155,95,Catholic,primary
Canning Vale College,CANNING VALE,WA,6155,92,Government,secondary
OneSchool Global WA,WILLETTON,WA,6155,93,Private,primary
Canning Vale Primary School,CANNING VALE,WA,6155,97,Government,primary
Ranford Primary School,CANNING VALE,WA,6155,99,Government,primary
Campbell Primary School,CANNING VALE,WA,6155,98,Government,primary
Excelsior Primary School,CANNING VALE,WA,6155,92,Government,primary
Caladenia Primary School,CANNING VALE,WA,6155,100,Government,primary
St Emilie's Catholic Primary School,CANNING VALE,WA,6155,93,Catholic,primary
OneSchool Global WA,WILLETTON,WA,6155,97,Private,secondary
Canning Vale Education Support Centre,CANNING VALE,WA,6155,,Government,primary
Attadale Primary School,ATTADALE,WA,6156,97,Government,primary
Mel Maria Catholic Primary School - St Joseph Pignatelli Campus,ATTADALE,WA,6156,,Catholic,primary
Santa Maria College,ATTADALE,WA,6156,95,Private,secondary
Melville Senior High School,MELVILLE,WA,6156,96,Government,secondary
Santa Maria College,ATTADALE,WA,6156,,Private,primary
Caralee Community School,WILLAGEE,WA,6156,,Government,primary
Melville Primary School,MELVILLE,WA,6156,94,Government,primary
Fremantle Language Development Centre,WILLAGEE,WA,6156,,Government,primary
Bicton Primary School,BICTON,WA,6157,94,Government,primary
Palmyra Primary School,PALMYRA,WA,6157,94,Government,primary
Our Lady of Fatima School,PALMYRA,WA,6157,,Catholic,primary
Richmond Primary School,EAST FREMANTLE,WA,6158,97,Government,primary
North Fremantle Primary School,NORTH FREMANTLE,WA,6159,96,Government,primary
All Saints' College - Parry Street Campus,FREMANTLE,WA,6160,,Private,secondary
John Curtin College Of The Arts,FREMANTLE,WA,6160,98,Government,secondary
All Saints' College - Adelaide Street Campus,FREMANTLE,WA,6160,,Private,secondary
Fremantle Primary School,FREMANTLE,WA,6160,94,Government,primary
Christian Brothers' College,FREMANTLE,WA,6160,93,Catholic,secondary
St Patrick's Primary School,FREMANTLE,WA,6160,,Catholic,primary
St Patrick's Primary School - Maristella Campus,FREMANTLE,WA,6160,,Catholic,primary
"SMYL Community College - Marine Terrace, Fremantle",FREMANTLE,WA,6160,,Private,secondary
SEDA College WA (Fremantle),FREMANTLE,WA,6160,,Private,secondary
Lance Holt School,FREMANTLE,WA,6160,95,Private,primary
East Fremantle Primary School,FREMANTLE,WA,6160,98,Government,primary
Fremantle College,BEACONSFIELD,WA,6162,,Government,secondary
Beaconsfield Primary School,BEACONSFIELD,WA,6162,90,Government,primary
Christ the King School,BEACONSFIELD,WA,6162,91,Catholic,primary
Winterfold Primary School,BEACONSFIELD,WA,6162,,Government,primary
White Gum Valley Primary School,WHITE GUM VALLEY,WA,6162,,Government,primary
Spearwood Alternative School,SPEARWOOD,WA,6163,92,Government,primary
Newton Primary School,SPEARWOOD,WA,6163,,Government,primary
Spearwood Primary School,SPEARWOOD,WA,6163,,Government,primary
Kardinya Primary School,KARDINYA,WA,6163,92,Government,primary
North Lake Senior Campus,KARDINYA,WA,6163,,Government,secondary
Samson Primary School,SAMSON,WA,6163,,Government,primary
Perth Waldorf School,BIBRA LAKE,WA,6163,,Private,secondary
Hilton Primary School,HILTON,WA,6163,,Government,primary
Our Lady of Mount Carmel School,HILTON,WA,6163,,Catholic,primary
Coolbellup Community School,COOLBELLUP,WA,6163,,Government,primary
Coolbellup Learning Centre,COOLBELLUP,WA,6163,,Government,primary
Port School,HAMILTON HILL,WA,6163,,Private,secondary
Blue Gum Montessori School,BIBRA LAKE,WA,6163,99,Private,primary
Fremantle Christian College,HAMILTON HILL,WA,6163,,Private,secondary
Fremantle Christian College,HAMILTON HILL,WA,6163,90,Private,primary
Kerry Street Community School,HAMILTON HILL,WA,6163,,Private,primary
Phoenix Primary School,HAMILTON HILL,WA,6163,,Government,primary
Southwell Primary School,HAMILTON HILL,WA,6163,,Government,primary
East Hamilton Hill Primary School,HAMILTON HILL,WA,6163,,Government,primary
Seton Catholic College,SAMSON,WA,6163,91,Catholic,secondary
Bibra Lake Primary School,BIBRA LAKE,WA,6163,,Government,primary
Perth Waldorf School,BIBRA LAKE,WA,6163,,Private,primary
Mater Christi Catholic Primary School,YANGEBUP,WA,6164,,Catholic,primary
Yangebup Primary School,YANGEBUP,WA,6164,,Government,primary
Alta-1 College - Cooper Road Campus,COCKBURN CENTRAL,WA,6164,,Private,secondary
Divine Mercy College,YANGEBUP,WA,6164,96,Private,primary
Fremantle Language Development Centre - Beeliar Campus,BEELIAR,WA,6164,,Government,primary
Divine Mercy College,YANGEBUP,WA,6164,97,Private,secondary
